sk_produto,codigo_produto,ean,nome_produto,marca,departamento,categoria,subcategoria,unidade_medida,peso_liquido_g,produto_marca_propria,perecivel,fornecedor_padrao_sk,preco_lista,custo_unitario,margem_base_pct,ativo,ativo_flag
7002,PRD007002,7890000007002,Macarrão Tradicional 7002,Marca M,Bebidas,Pães,Família,UN,1946.0,0,1,502,155.4,105.67,27.0,1,True
7003,PRD007003,7890000007003,Leite Premium 7003,Marca N,Higiene,Utilidades,Refil,KG,2019.0,0,1,503,109.7,69.11,34.0,1,True
7004,PRD007004,7890000007004,Refrigerante Integral 7004,Marca Própria,Limpeza,Animais,Concentrado,G,2092.0,0,1,504,54.2,35.77,41.0,1,True
7005,PRD007005,7890000007005,Sabonete Light 7005,Marca A,Laticínios,Doces,Mini,L,2165.0,0,0,505,157.5,111.83,48.0,1,True
7006,PRD007006,7890000007006,Detergente Zero 7006,Marca B,Açougue,Cereais,Grande,ML,2238.0,0,0,506,126.6,100.01,22.0,1,True
7007,PRD007007,7890000007007,Shampoo Família 7007,Marca C,Padaria,Perfumaria,Econômico,CX,2311.0,1,0,507,6.9,4.07,29.0,1,True
7008,PRD007008,7890000007008,Iogurte Econômico 7008,Marca D,Bazar,Grãos,Standard,UN,2384.0,0,0,508,138.8,102.71,36.0,1,True
7009,PRD007009,7890000007009,Queijo Natural 7009,Marca E,Pet,Sucos,Premium,KG,2457.0,0,0,509,445.7,338.73,43.0,1,True
7010,PRD007010,7890000007010,Pão Suave 7010,Marca F,Mercearia,Banho,Diet,G,2530.0,0,0,510,116.0,83.52,50.0,1,True
7011,PRD007011,7890000007011,Biscoito Extra 7011,Marca G,Mercearia,Casa,Light,L,2603.0,0,1,511,117.3,84.46,24.0,1,True
7012,PRD007012,7890000007012,Café Max 7012,Marca H,Bebidas,Frios,Zero,ML,2676.0,0,1,512,172.4,117.23,31.0,1,True
7013,PRD007013,7890000007013,Açúcar Fresh 7013,Marca I,Higiene,Carnes,Tradicional,CX,2749.0,0,1,513,128.7,81.08,38.0,1,True
7014,PRD007014,7890000007014,Farinha Plus 7014,Marca J,Limpeza,Pães,Orgânico,UN,2822.0,0,0,514,77.2,50.95,45.0,1,True
7015,PRD007015,7890000007015,Óleo Caseiro 7015,Marca K,Laticínios,Utilidades,Sem Glúten,KG,2895.0,0,0,515,6.5,4.62,19.0,1,True
7016,PRD007016,7890000007016,Água Artesanal 7016,Marca L,Açougue,Animais,Sem Lactose,G,2968.0,0,0,516,157.6,124.5,26.0,1,True
7017,PRD007017,7890000007017,Chocolate Fortificado 7017,Marca M,Padaria,Doces,Kids,L,3041.0,0,0,517,43.9,25.9,33.0,1,True
7018,PRD007018,7890000007018,Ração Kids 7018,Marca N,Bazar,Cereais,Família,ML,3114.0,1,0,518,179.8,133.05,40.0,1,True
7019,PRD007019,7890000007019,Absorvente Original 7019,Marca Própria,Pet,Perfumaria,Refil,CX,3187.0,0,0,519,488.7,371.41,47.0,1,True
7020,PRD007020,7890000007020,Arroz Tradicional 7020,Marca A,Mercearia,Grãos,Concentrado,UN,3260.0,0,1,520,129.0,92.88,21.0,1,True
7021,PRD007021,7890000007021,Feijão Premium 7021,Marca B,Mercearia,Sucos,Mini,KG,3333.0,0,1,521,130.3,93.82,28.0,1,True
7022,PRD007022,7890000007022,Macarrão Integral 7022,Marca C,Bebidas,Banho,Grande,G,3406.0,0,1,522,189.4,128.79,35.0,1,True
7023,PRD007023,7890000007023,Leite Light 7023,Marca D,Higiene,Casa,Econômico,L,3479.0,0,0,523,147.7,93.05,42.0,1,True
7024,PRD007024,7890000007024,Refrigerante Zero 7024,Marca E,Limpeza,Frios,Standard,ML,3552.0,0,0,524,100.2,66.13,49.0,1,True
7025,PRD007025,7890000007025,Sabonete Família 7025,Marca F,Laticínios,Carnes,Premium,CX,3625.0,0,0,525,35.5,25.21,23.0,1,True
7026,PRD007026,7890000007026,Detergente Econômico 7026,Marca G,Açougue,Pães,Diet,UN,3698.0,0,0,526,188.6,148.99,30.0,1,True
7027,PRD007027,7890000007027,Shampoo Natural 7027,Marca H,Padaria,Utilidades,Light,KG,3771.0,0,0,527,80.9,47.73,37.0,1,True
7028,PRD007028,7890000007028,Iogurte Suave 7028,Marca I,Bazar,Animais,Zero,G,3844.0,0,0,528,220.8,163.39,44.0,1,True
7029,PRD007029,7890000007029,Queijo Extra 7029,Marca J,Pet,Doces,Tradicional,L,3917.0,1,1,529,531.7,404.09,18.0,1,True
7030,PRD007030,7890000007030,Pão Max 7030,Marca K,Mercearia,Cereais,Orgânico,ML,3990.0,0,1,530,142.0,102.24,25.0,1,True
7031,PRD007031,7890000007031,Biscoito Fresh 7031,Marca L,Mercearia,Perfumaria,Sem Glúten,CX,4063.0,0,1,531,143.3,103.18,32.0,1,True
7032,PRD007032,7890000007032,Café Plus 7032,Marca M,Bebidas,Grãos,Sem Lactose,UN,4136.0,0,0,532,206.4,140.35,39.0,1,True
7033,PRD007033,7890000007033,Açúcar Caseiro 7033,Marca N,Higiene,Sucos,Kids,KG,4209.0,0,0,533,166.7,105.02,46.0,1,True
7034,PRD007034,7890000007034,Farinha Artesanal 7034,Marca Própria,Limpeza,Banho,Família,G,4282.0,0,0,534,123.2,81.31,20.0,1,True
7035,PRD007035,7890000007035,Óleo Fortificado 7035,Marca A,Laticínios,Casa,Refil,L,4355.0,0,0,535,64.5,45.8,27.0,1,True
7036,PRD007036,7890000007036,Água Kids 7036,Marca B,Açougue,Frios,Concentrado,ML,4428.0,0,0,536,219.6,173.48,34.0,1,True
7037,PRD007037,7890000007037,Chocolate Original 7037,Marca C,Padaria,Carnes,Mini,CX,4501.0,0,0,537,117.9,69.56,41.0,1,True
7038,PRD007038,7890000007038,Ração Tradicional 7038,Marca D,Bazar,Pães,Grande,UN,4574.0,0,1,538,261.8,193.73,48.0,1,True
7039,PRD007039,7890000007039,Absorvente Premium 7039,Marca E,Pet,Utilidades,Econômico,KG,4647.0,0,1,539,24.7,18.77,22.0,1,True
7040,PRD007040,7890000007040,Arroz Integral 7040,Marca F,Mercearia,Animais,Standard,G,4720.0,1,1,540,5.0,3.6,29.0,1,True
7041,PRD007041,7890000007041,Feijão Light 7041,Marca G,Mercearia,Doces,Premium,L,4793.0,0,0,541,6.3,4.54,36.0,1,True
7042,PRD007042,7890000007042,Macarrão Zero 7042,Marca H,Bebidas,Cereais,Diet,ML,4866.0,0,0,542,223.4,151.91,43.0,1,True
7043,PRD007043,7890000007043,Leite Família 7043,Marca I,Higiene,Perfumaria,Light,CX,89.0,0,0,543,185.7,116.99,50.0,1,True
7044,PRD007044,7890000007044,Refrigerante Econômico 7044,Marca J,Limpeza,Grãos,Zero,UN,162.0,0,0,544,146.2,96.49,24.0,1,True
7045,PRD007045,7890000007045,Sabonete Natural 7045,Marca K,Laticínios,Sucos,Tradicional,KG,235.0,0,0,545,93.5,66.39,31.0,1,True
7046,PRD007046,7890000007046,Detergente Suave 7046,Marca L,Açougue,Banho,Orgânico,G,308.0,0,0,546,250.6,197.97,38.0,1,True
7047,PRD007047,7890000007047,Shampoo Extra 7047,Marca M,Padaria,Casa,Sem Glúten,L,381.0,0,1,547,34.9,20.59,45.0,1,True
7048,PRD007048,7890000007048,Iogurte Max 7048,Marca N,Bazar,Frios,Sem Lactose,ML,454.0,0,1,548,302.8,224.07,19.0,1,True
7049,PRD007049,7890000007049,Queijo Fresh 7049,Marca Própria,Pet,Carnes,Kids,CX,527.0,0,1,549,67.7,51.45,26.0,1,True
7050,PRD007050,7890000007050,Pão Plus 7050,Marca A,Mercearia,Pães,Família,UN,600.0,0,0,550,18.0,12.96,33.0,1,True
7051,PRD007051,7890000007051,Biscoito Caseiro 7051,Marca B,Mercearia,Utilidades,Refil,KG,673.0,1,0,551,19.3,13.9,40.0,1,True
7052,PRD007052,7890000007052,Café Artesanal 7052,Marca C,Bebidas,Animais,Concentrado,G,746.0,0,0,552,240.4,163.47,47.0,1,True
7053,PRD007053,7890000007053,Açúcar Fortificado 7053,Marca D,Higiene,Doces,Mini,L,819.0,0,0,553,204.7,128.96,21.0,1,True
7054,PRD007054,7890000007054,Farinha Kids 7054,Marca E,Limpeza,Cereais,Grande,ML,892.0,0,0,554,169.2,111.67,28.0,1,True
7055,PRD007055,7890000007055,Óleo Original 7055,Marca F,Laticínios,Perfumaria,Econômico,CX,965.0,0,0,555,122.5,86.98,35.0,1,True
7056,PRD007056,7890000007056,Água Tradicional 7056,Marca G,Açougue,Grãos,Standard,UN,1038.0,0,1,556,281.6,222.46,42.0,1,True
7057,PRD007057,7890000007057,Chocolate Premium 7057,Marca H,Padaria,Sucos,Premium,KG,1111.0,0,1,557,71.9,42.42,49.0,1,True
7058,PRD007058,7890000007058,Ração Integral 7058,Marca I,Bazar,Banho,Diet,G,1184.0,0,1,558,343.8,254.41,23.0,1,True
7059,PRD007059,7890000007059,Absorvente Light 7059,Marca J,Pet,Casa,Light,L,1257.0,0,0,559,110.7,84.13,30.0,1,True
7060,PRD007060,7890000007060,Arroz Zero 7060,Marca K,Mercearia,Frios,Zero,ML,1330.0,0,0,560,31.0,22.32,37.0,1,True
7061,PRD007061,7890000007061,Feijão Família 7061,Marca L,Mercearia,Carnes,Tradicional,CX,1403.0,0,0,561,32.3,23.26,44.0,1,True
7062,PRD007062,7890000007062,Macarrão Econômico 7062,Marca M,Bebidas,Pães,Orgânico,UN,1476.0,1,0,562,7.4,5.03,18.0,1,True
7063,PRD007063,7890000007063,Leite Natural 7063,Marca N,Higiene,Utilidades,Sem Glúten,KG,1549.0,0,0,563,223.7,140.93,25.0,1,True
7064,PRD007064,7890000007064,Refrigerante Suave 7064,Marca Própria,Limpeza,Animais,Sem Lactose,G,1622.0,0,0,564,192.2,126.85,32.0,1,True
7065,PRD007065,7890000007065,Sabonete Extra 7065,Marca A,Laticínios,Doces,Kids,L,1695.0,0,1,565,151.5,107.57,39.0,1,True
7066,PRD007066,7890000007066,Detergente Max 7066,Marca B,Açougue,Cereais,Família,ML,1768.0,0,1,566,312.6,246.95,46.0,1,True
7067,PRD007067,7890000007067,Shampoo Fresh 7067,Marca C,Padaria,Perfumaria,Refil,CX,1841.0,0,1,567,108.9,64.25,20.0,1,True
7068,PRD007068,7890000007068,Iogurte Plus 7068,Marca D,Bazar,Grãos,Concentrado,UN,1914.0,0,0,568,384.8,284.75,27.0,1,True
7069,PRD007069,7890000007069,Queijo Caseiro 7069,Marca E,Pet,Sucos,Mini,KG,1987.0,0,0,569,153.7,116.81,34.0,1,True
7070,PRD007070,7890000007070,Pão Artesanal 7070,Marca F,Mercearia,Banho,Grande,G,2060.0,0,0,570,44.0,31.68,41.0,1,True
7071,PRD007071,7890000007071,Biscoito Fortificado 7071,Marca G,Mercearia,Casa,Econômico,L,2133.0,0,0,571,45.3,32.62,48.0,1,True
7072,PRD007072,7890000007072,Café Kids 7072,Marca H,Bebidas,Frios,Standard,ML,2206.0,0,0,572,24.4,16.59,22.0,1,True
7073,PRD007073,7890000007073,Açúcar Original 7073,Marca I,Higiene,Carnes,Premium,CX,2279.0,1,0,573,242.7,152.9,29.0,1,True
7074,PRD007074,7890000007074,Farinha Tradicional 7074,Marca J,Limpeza,Pães,Diet,UN,2352.0,0,1,574,215.2,142.03,36.0,1,True
7075,PRD007075,7890000007075,Óleo Premium 7075,Marca K,Laticínios,Utilidades,Light,KG,2425.0,0,1,575,180.5,128.16,43.0,1,True
7076,PRD007076,7890000007076,Água Integral 7076,Marca L,Açougue,Animais,Zero,G,2498.0,0,1,576,343.6,271.44,50.0,1,True
7077,PRD007077,7890000007077,Chocolate Light 7077,Marca M,Padaria,Doces,Tradicional,L,2571.0,0,0,577,25.9,15.28,24.0,1,True
7078,PRD007078,7890000007078,Ração Zero 7078,Marca N,Bazar,Cereais,Orgânico,ML,2644.0,0,0,578,425.8,315.09,31.0,1,True
7079,PRD007079,7890000007079,Absorvente Família 7079,Marca Própria,Pet,Perfumaria,Sem Glúten,CX,2717.0,0,0,579,196.7,149.49,38.0,1,True
7080,PRD007080,7890000007080,Arroz Econômico 7080,Marca A,Mercearia,Grãos,Sem Lactose,UN,2790.0,0,0,580,57.0,41.04,45.0,1,True
7081,PRD007081,7890000007081,Feijão Natural 7081,Marca B,Mercearia,Sucos,Kids,KG,2863.0,0,0,581,58.3,41.98,19.0,0,0
7082,PRD007082,7890000007082,Macarrão Suave 7082,Marca C,Bebidas,Banho,Família,G,2936.0,0,0,582,41.4,28.15,26.0,1,True
7083,PRD007083,7890000007083,Leite Extra 7083,Marca D,Higiene,Casa,Refil,L,3009.0,0,1,583,261.7,164.87,33.0,1,True
7084,PRD007084,7890000007084,Refrigerante Max 7084,Marca E,Limpeza,Frios,Concentrado,ML,3082.0,1,1,584,18.2,12.01,40.0,1,True
7085,PRD007085,7890000007085,Sabonete Fresh 7085,Marca F,Laticínios,Carnes,Mini,CX,3155.0,0,1,585,29.5,20.95,47.0,1,True
7086,PRD007086,7890000007086,Detergente Plus 7086,Marca G,Açougue,Pães,Grande,UN,3228.0,0,0,586,374.6,295.93,21.0,1,True
7087,PRD007087,7890000007087,Shampoo Caseiro 7087,Marca H,Padaria,Utilidades,Econômico,KG,3301.0,0,0,587,62.9,37.11,28.0,1,True
7088,PRD007088,7890000007088,Iogurte Artesanal 7088,Marca I,Bazar,Animais,Standard,G,3374.0,0,0,588,466.8,345.43,35.0,1,True
7089,PRD007089,7890000007089,Queijo Fortificado 7089,Marca J,Pet,Doces,Premium,L,3447.0,0,0,589,239.7,182.17,42.0,1,True
7090,PRD007090,7890000007090,Pão Kids 7090,Marca K,Mercearia,Cereais,Diet,ML,3520.0,0,0,590,70.0,50.4,49.0,1,True
7091,PRD007091,7890000007091,Biscoito Original 7091,Marca L,Mercearia,Perfumaria,Light,CX,3593.0,0,0,591,71.3,51.34,23.0,1,True
7092,PRD007092,7890000007092,Café Tradicional 7092,Marca M,Bebidas,Grãos,Zero,UN,3666.0,0,1,592,58.4,39.71,30.0,1,True
7093,PRD007093,7890000007093,Açúcar Premium 7093,Marca N,Higiene,Sucos,Tradicional,KG,3739.0,0,1,593,280.7,176.84,37.0,1,True
7094,PRD007094,7890000007094,Farinha Integral 7094,Marca Própria,Limpeza,Banho,Orgânico,G,3812.0,0,1,594,41.2,27.19,44.0,1,True
7095,PRD007095,7890000007095,Óleo Light 7095,Marca A,Laticínios,Casa,Sem Glúten,L,3885.0,1,0,595,58.5,41.54,18.0,1,True
7096,PRD007096,7890000007096,Água Zero 7096,Marca B,Açougue,Frios,Sem Lactose,ML,3958.0,0,0,596,405.6,320.42,25.0,1,True
7097,PRD007097,7890000007097,Chocolate Família 7097,Marca C,Padaria,Carnes,Kids,CX,4031.0,0,0,597,99.9,58.94,32.0,1,True
7098,PRD007098,7890000007098,Ração Econômico 7098,Marca D,Bazar,Pães,Família,UN,4104.0,0,0,598,507.8,375.77,39.0,1,True
7099,PRD007099,7890000007099,Absorvente Natural 7099,Marca E,Pet,Utilidades,Refil,KG,4177.0,0,0,599,282.7,214.85,46.0,1,True
7100,PRD007100,7890000007100,Arroz Suave 7100,Marca F,Mercearia,Animais,Concentrado,G,4250.0,0,0,600,83.0,59.76,20.0,1,True
7101,PRD007101,7890000007101,Feijão Extra 7101,Marca G,Mercearia,Doces,Mini,L,4323.0,0,1,601,84.3,60.7,27.0,1,True
7102,PRD007102,7890000007102,Macarrão Max 7102,Marca H,Bebidas,Cereais,Grande,ML,4396.0,0,1,602,75.4,51.27,34.0,1,True
7103,PRD007103,7890000007103,Leite Fresh 7103,Marca I,Higiene,Perfumaria,Econômico,CX,4469.0,0,1,603,299.7,188.81,41.0,1,True
7104,PRD007104,7890000007104,Refrigerante Plus 7104,Marca J,Limpeza,Grãos,Standard,UN,4542.0,0,0,604,64.2,42.37,48.0,1,True
7105,PRD007105,7890000007105,Sabonete Caseiro 7105,Marca K,Laticínios,Sucos,Premium,KG,4615.0,0,0,605,87.5,62.13,22.0,1,True
7106,PRD007106,7890000007106,Detergente Artesanal 7106,Marca L,Açougue,Banho,Diet,G,4688.0,1,0,606,436.6,344.91,29.0,1,True
7107,PRD007107,7890000007107,Shampoo Fortificado 7107,Marca M,Padaria,Casa,Light,L,4761.0,0,0,607,16.9,9.97,36.0,1,True
7108,PRD007108,7890000007108,Iogurte Kids 7108,Marca N,Bazar,Frios,Zero,ML,4834.0,0,0,608,548.8,406.11,43.0,1,True
7109,PRD007109,7890000007109,Queijo Original 7109,Marca Própria,Pet,Carnes,Tradicional,CX,57.0,0,0,609,325.7,247.53,50.0,1,True
7110,PRD007110,7890000007110,Pão Tradicional 7110,Marca A,Mercearia,Pães,Orgânico,UN,130.0,0,1,610,96.0,69.12,24.0,1,True
7111,PRD007111,7890000007111,Biscoito Premium 7111,Marca B,Mercearia,Utilidades,Sem Glúten,KG,203.0,0,1,611,97.3,70.06,31.0,1,True
7112,PRD007112,7890000007112,Café Integral 7112,Marca C,Bebidas,Animais,Sem Lactose,G,276.0,0,1,612,92.4,62.83,38.0,1,True
7113,PRD007113,7890000007113,Açúcar Light 7113,Marca D,Higiene,Doces,Kids,L,349.0,0,0,613,18.7,11.78,45.0,1,True
7114,PRD007114,7890000007114,Farinha Zero 7114,Marca E,Limpeza,Cereais,Família,ML,422.0,0,0,614,87.2,57.55,19.0,1,True
7115,PRD007115,7890000007115,Óleo Família 7115,Marca F,Laticínios,Perfumaria,Refil,CX,495.0,0,0,615,116.5,82.72,26.0,1,True
7116,PRD007116,7890000007116,Água Econômico 7116,Marca G,Açougue,Grãos,Concentrado,UN,568.0,0,0,616,17.6,13.9,33.0,1,True
7117,PRD007117,7890000007117,Chocolate Natural 7117,Marca H,Padaria,Sucos,Mini,KG,641.0,1,0,617,53.9,31.8,40.0,1,True
7118,PRD007118,7890000007118,Ração Suave 7118,Marca I,Bazar,Banho,Grande,G,714.0,0,0,618,589.8,436.45,47.0,1,True
7119,PRD007119,7890000007119,Absorvente Extra 7119,Marca J,Pet,Casa,Econômico,L,787.0,0,1,619,368.7,280.21,21.0,1,True
7120,PRD007120,7890000007120,Arroz Max 7120,Marca K,Mercearia,Frios,Standard,ML,860.0,0,1,620,109.0,78.48,28.0,1,True
7121,PRD007121,7890000007121,Feijão Fresh 7121,Marca L,Mercearia,Carnes,Premium,CX,933.0,0,1,621,110.3,79.42,35.0,1,True
7122,PRD007122,7890000007122,Macarrão Plus 7122,Marca M,Bebidas,Pães,Diet,UN,1006.0,0,0,622,109.4,74.39,42.0,1,True
7123,PRD007123,7890000007123,Leite Caseiro 7123,Marca N,Higiene,Utilidades,Light,KG,1079.0,0,0,623,37.7,23.75,49.0,1,True
7124,PRD007124,7890000007124,Refrigerante Artesanal 7124,Marca Própria,Limpeza,Animais,Zero,G,1152.0,0,0,624,110.2,72.73,23.0,1,True
7125,PRD007125,7890000007125,Sabonete Fortificado 7125,Marca A,Laticínios,Doces,Tradicional,L,1225.0,0,0,625,145.5,103.31,30.0,1,True
7126,PRD007126,7890000007126,Detergente Kids 7126,Marca B,Açougue,Cereais,Orgânico,ML,1298.0,0,0,626,48.6,38.39,37.0,1,True
7127,PRD007127,7890000007127,Shampoo Original 7127,Marca C,Padaria,Perfumaria,Sem Glúten,CX,1371.0,0,0,627,90.9,53.63,44.0,1,True
7128,PRD007128,7890000007128,Iogurte Tradicional 7128,Marca D,Bazar,Grãos,Sem Lactose,UN,1444.0,1,1,628,630.8,466.79,18.0,1,True
7129,PRD007129,7890000007129,Queijo Premium 7129,Marca E,Pet,Sucos,Kids,KG,1517.0,0,1,629,411.7,312.89,25.0,1,True
7130,PRD007130,7890000007130,Pão Integral 7130,Marca F,Mercearia,Banho,Família,G,1590.0,0,1,630,122.0,87.84,32.0,1,True
7131,PRD007131,7890000007131,Biscoito Light 7131,Marca G,Mercearia,Casa,Refil,L,1663.0,0,0,631,123.3,88.78,39.0,1,True
7132,PRD007132,7890000007132,Café Zero 7132,Marca H,Bebidas,Frios,Concentrado,ML,1736.0,0,0,632,126.4,85.95,46.0,1,True
7133,PRD007133,7890000007133,Açúcar Família 7133,Marca I,Higiene,Carnes,Mini,CX,1809.0,0,0,633,56.7,35.72,20.0,1,True
7134,PRD007134,7890000007134,Farinha Econômico 7134,Marca J,Limpeza,Pães,Grande,UN,1882.0,0,0,634,133.2,87.91,27.0,1,True
7135,PRD007135,7890000007135,Óleo Natural 7135,Marca K,Laticínios,Utilidades,Econômico,KG,1955.0,0,0,635,174.5,123.9,34.0,1,True
7136,PRD007136,7890000007136,Água Suave 7136,Marca L,Açougue,Animais,Standard,G,2028.0,0,0,636,79.6,62.88,41.0,1,True
7137,PRD007137,7890000007137,Chocolate Extra 7137,Marca M,Padaria,Doces,Premium,L,2101.0,0,1,637,7.9,4.66,48.0,1,True
7138,PRD007138,7890000007138,Ração Max 7138,Marca N,Bazar,Cereais,Diet,ML,2174.0,0,1,638,21.8,16.13,22.0,1,True
7139,PRD007139,7890000007139,Absorvente Fresh 7139,Marca Própria,Pet,Perfumaria,Light,CX,2247.0,1,1,639,454.7,345.57,29.0,1,True
7140,PRD007140,7890000007140,Arroz Plus 7140,Marca A,Mercearia,Grãos,Zero,UN,2320.0,0,0,640,135.0,97.2,36.0,1,True
7141,PRD007141,7890000007141,Feijão Caseiro 7141,Marca B,Mercearia,Sucos,Tradicional,KG,2393.0,0,0,641,136.3,98.14,43.0,1,True
7142,PRD007142,7890000007142,Macarrão Artesanal 7142,Marca C,Bebidas,Banho,Orgânico,G,2466.0,0,0,642,143.4,97.51,50.0,1,True
7143,PRD007143,7890000007143,Leite Fortificado 7143,Marca D,Higiene,Casa,Sem Glúten,L,2539.0,0,0,643,75.7,47.69,24.0,1,True
7144,PRD007144,7890000007144,Refrigerante Kids 7144,Marca E,Limpeza,Frios,Sem Lactose,ML,2612.0,0,0,644,156.2,103.09,31.0,1,True
7145,PRD007145,7890000007145,Sabonete Original 7145,Marca F,Laticínios,Carnes,Kids,CX,2685.0,0,0,645,23.5,16.69,38.0,1,True
7146,PRD007146,7890000007146,Detergente Tradicional 7146,Marca G,Açougue,Pães,Família,UN,2758.0,0,1,646,110.6,87.37,45.0,1,True
7147,PRD007147,7890000007147,Shampoo Premium 7147,Marca H,Padaria,Utilidades,Refil,KG,2831.0,0,1,647,44.9,26.49,19.0,1,True
7148,PRD007148,7890000007148,Iogurte Integral 7148,Marca I,Bazar,Animais,Concentrado,G,2904.0,0,1,648,62.8,46.47,26.0,1,True
7149,PRD007149,7890000007149,Queijo Light 7149,Marca J,Pet,Doces,Mini,L,2977.0,0,0,649,497.7,378.25,33.0,1,True
7150,PRD007150,7890000007150,Pão Zero 7150,Marca K,Mercearia,Cereais,Grande,ML,3050.0,1,0,650,148.0,106.56,40.0,1,True
7151,PRD007151,7890000007151,Biscoito Família 7151,Marca L,Mercearia,Perfumaria,Econômico,CX,3123.0,0,0,1,149.3,107.5,47.0,1,True
7152,PRD007152,7890000007152,Café Econômico 7152,Marca M,Bebidas,Grãos,Standard,UN,3196.0,0,0,2,160.4,109.07,21.0,1,True
7153,PRD007153,7890000007153,Açúcar Natural 7153,Marca N,Higiene,Sucos,Premium,KG,3269.0,0,0,3,94.7,59.66,28.0,1,True
7154,PRD007154,7890000007154,Farinha Suave 7154,Marca Própria,Limpeza,Banho,Diet,G,3342.0,0,0,4,179.2,118.27,35.0,1,True
7155,PRD007155,7890000007155,Óleo Extra 7155,Marca A,Laticínios,Casa,Light,L,3415.0,0,1,5,52.5,37.28,42.0,1,True
7156,PRD007156,7890000007156,Água Max 7156,Marca B,Açougue,Frios,Zero,ML,3488.0,0,1,6,141.6,111.86,49.0,1,True
7157,PRD007157,7890000007157,Chocolate Fresh 7157,Marca C,Padaria,Carnes,Tradicional,CX,3561.0,0,1,7,81.9,48.32,23.0,1,True
7158,PRD007158,7890000007158,Ração Plus 7158,Marca D,Bazar,Pães,Orgânico,UN,3634.0,0,0,8,103.8,76.81,30.0,1,True
7159,PRD007159,7890000007159,Absorvente Caseiro 7159,Marca E,Pet,Utilidades,Sem Glúten,KG,3707.0,0,0,9,540.7,410.93,37.0,1,True
7160,PRD007160,7890000007160,Arroz Artesanal 7160,Marca F,Mercearia,Animais,Sem Lactose,G,3780.0,0,0,10,11.0,7.92,44.0,1,True
7161,PRD007161,7890000007161,Feijão Fortificado 7161,Marca G,Mercearia,Doces,Kids,L,3853.0,1,0,11,12.3,8.86,18.0,1,True
7162,PRD007162,7890000007162,Macarrão Kids 7162,Marca H,Bebidas,Cereais,Família,ML,3926.0,0,0,12,177.4,120.63,25.0,1,True
7163,PRD007163,7890000007163,Leite Original 7163,Marca I,Higiene,Perfumaria,Refil,CX,3999.0,0,0,13,113.7,71.63,32.0,1,True
7164,PRD007164,7890000007164,Refrigerante Tradicional 7164,Marca J,Limpeza,Grãos,Concentrado,UN,4072.0,0,1,14,202.2,133.45,39.0,1,True
7165,PRD007165,7890000007165,Sabonete Premium 7165,Marca K,Laticínios,Sucos,Mini,KG,4145.0,0,1,15,81.5,57.87,46.0,1,True
7166,PRD007166,7890000007166,Detergente Integral 7166,Marca L,Açougue,Banho,Grande,G,4218.0,0,1,16,172.6,136.35,20.0,1,True
7167,PRD007167,7890000007167,Shampoo Light 7167,Marca M,Padaria,Casa,Econômico,L,4291.0,0,0,17,118.9,70.15,27.0,1,True
7168,PRD007168,7890000007168,Iogurte Zero 7168,Marca N,Bazar,Frios,Standard,ML,4364.0,0,0,18,144.8,107.15,34.0,1,True
7169,PRD007169,7890000007169,Queijo Família 7169,Marca Própria,Pet,Carnes,Premium,CX,4437.0,0,0,19,33.7,25.61,41.0,1,True
7170,PRD007170,7890000007170,Pão Econômico 7170,Marca A,Mercearia,Pães,Diet,UN,4510.0,0,0,20,24.0,17.28,48.0,1,True
7171,PRD007171,7890000007171,Biscoito Natural 7171,Marca B,Mercearia,Utilidades,Light,KG,4583.0,0,0,21,25.3,18.22,22.0,1,True
7172,PRD007172,7890000007172,Café Suave 7172,Marca C,Bebidas,Animais,Zero,G,4656.0,1,0,22,194.4,132.19,29.0,1,True
7173,PRD007173,7890000007173,Açúcar Extra 7173,Marca D,Higiene,Doces,Tradicional,L,4729.0,0,1,23,132.7,83.6,36.0,1,True
7174,PRD007174,7890000007174,Farinha Max 7174,Marca E,Limpeza,Cereais,Orgânico,ML,4802.0,0,1,24,5.2,3.43,43.0,1,True
7175,PRD007175,7890000007175,Óleo Fresh 7175,Marca F,Laticínios,Perfumaria,Sem Glúten,CX,4875.0,0,1,25,110.5,78.46,50.0,1,True
7176,PRD007176,7890000007176,Água Plus 7176,Marca G,Açougue,Grãos,Sem Lactose,UN,98.0,0,0,26,203.6,160.84,24.0,1,True
7177,PRD007177,7890000007177,Chocolate Caseiro 7177,Marca H,Padaria,Sucos,Kids,KG,171.0,0,0,27,35.9,21.18,31.0,1,True
7178,PRD007178,7890000007178,Ração Artesanal 7178,Marca I,Bazar,Banho,Família,G,244.0,0,0,28,185.8,137.49,38.0,0,0
7179,PRD007179,7890000007179,Absorvente Fortificado 7179,Marca J,Pet,Casa,Refil,L,317.0,0,0,29,76.7,58.29,45.0,1,True
7180,PRD007180,7890000007180,Arroz Kids 7180,Marca K,Mercearia,Frios,Concentrado,ML,390.0,0,0,30,37.0,26.64,19.0,1,True
7181,PRD007181,7890000007181,Feijão Original 7181,Marca L,Mercearia,Carnes,Mini,CX,463.0,0,0,31,38.3,27.58,26.0,1,True
7182,PRD007182,7890000007182,Macarrão Tradicional 7182,Marca M,Bebidas,Pães,Grande,UN,536.0,0,1,32,211.4,143.75,33.0,1,True
7183,PRD007183,7890000007183,Leite Premium 7183,Marca N,Higiene,Utilidades,Econômico,KG,609.0,1,1,33,151.7,95.57,40.0,1,True
