sk_estoque,sk_tempo,sk_loja,sk_produto,estoque_inicial,entrada,saida,perda,ruptura,estoque_final,cobertura_dias
161193,244,81,352,43,129,121,1,0,50,0.41
161194,247,1,359,54,142,138,2,0,56,0.41
161195,250,6,366,65,155,155,3,0,62,0.4
161196,253,11,373,76,168,12,4,0,228,19.0
161197,256,16,380,87,1,29,5,0,54,1.86
161198,259,21,387,98,14,46,6,0,60,1.3
161199,262,26,394,109,27,63,7,0,66,1.05
161200,265,31,401,120,40,80,0,0,80,1.0
161201,268,36,408,131,53,97,1,0,86,0.89
161202,271,41,415,142,66,114,2,0,92,0.81
161203,274,46,422,153,79,131,3,0,98,0.75
161204,277,51,429,164,92,148,4,0,104,0.7
161205,280,56,436,175,105,5,5,0,270,54.0
161206,283,61,443,186,118,22,6,0,276,12.55
161207,286,66,450,197,131,39,7,0,282,7.23
161208,289,71,457,208,144,56,0,0,296,5.29
161209,292,76,464,219,157,73,1,0,302,4.14
161210,295,81,471,230,170,90,2,0,308,3.42
161211,298,1,478,241,3,107,3,0,134,1.25
161212,301,6,485,252,16,124,4,0,140,1.13
161213,304,11,492,263,29,141,5,0,146,1.04
161214,307,16,499,274,42,158,6,0,152,0.96
161215,310,21,506,285,55,15,7,0,318,21.2
161216,313,26,513,296,68,32,0,0,332,10.38
161217,316,31,520,307,81,49,1,0,338,6.9
161218,319,36,527,318,94,66,2,0,344,5.21
161219,322,41,534,329,107,83,3,0,350,4.22
161220,325,46,541,340,120,100,4,0,356,3.56
161221,328,51,548,351,133,117,5,0,362,3.09
161222,331,56,555,362,146,134,6,0,368,2.75
161223,334,61,562,23,159,151,7,0,24,0.16
161224,337,66,569,34,172,8,0,0,198,24.75
161225,340,71,576,45,5,25,1,0,24,0.96
161226,343,76,583,56,18,42,2,0,30,0.71
161227,346,81,590,67,31,59,3,0,36,0.61
161228,349,1,597,78,44,76,4,0,42,0.55
161229,352,6,604,89,57,93,5,0,48,0.52
161230,355,11,611,100,70,110,6,0,54,0.49
161231,358,16,618,111,83,127,7,0,60,0.47
161232,361,21,625,122,96,144,0,0,74,0.51
161233,364,26,632,133,109,1,1,0,240,240.0
161234,367,31,639,144,122,18,2,0,246,13.67
161235,370,36,646,155,135,35,3,0,252,7.2
161236,373,41,653,166,148,52,4,0,258,4.96
161237,376,46,660,177,161,69,5,0,264,3.83
161238,379,51,667,188,174,86,6,0,270,3.14
161239,382,56,674,199,7,103,7,0,96,0.93
161240,385,61,681,210,20,120,0,0,110,0.92
161241,388,66,688,221,33,137,1,0,116,0.85
161242,391,71,695,232,46,154,2,0,122,0.79
161243,394,76,702,243,59,11,3,0,288,26.18
161244,397,81,709,254,72,28,4,0,294,10.5
161245,400,1,716,265,85,45,5,0,300,6.67
161246,403,6,723,276,98,62,6,0,306,4.94
161247,406,11,730,287,111,79,7,0,312,3.95
161248,409,16,737,298,124,96,0,0,326,3.4
161249,412,21,744,309,137,113,1,0,332,2.94
161250,415,26,751,320,150,130,2,0,338,2.6
161251,418,31,758,331,163,147,3,0,344,2.34
161252,421,36,765,342,176,4,4,0,510,127.5
161253,424,41,772,353,9,21,5,0,336,16.0
161254,427,46,779,364,22,38,6,0,342,9.0
161255,430,51,786,25,35,55,7,1,0,0.0
161256,433,56,793,36,48,72,0,0,12,0.17
161257,436,61,800,47,61,89,1,0,18,0.2
161258,439,66,807,58,74,106,2,0,24,0.23
161259,442,71,814,69,87,123,3,0,30,0.24
161260,445,76,821,80,100,140,4,0,36,0.26
161261,448,81,828,91,113,157,5,0,42,0.27
161262,451,1,835,102,126,14,6,0,208,14.86
161263,454,6,842,113,139,31,7,0,214,6.9
161264,457,11,849,124,152,48,0,0,228,4.75
161265,460,16,856,135,165,65,1,0,234,3.6
161266,463,21,863,146,178,82,2,0,240,2.93
161267,466,26,870,157,11,99,3,0,66,0.67
161268,469,31,877,168,24,116,4,0,72,0.62
161269,472,36,884,179,37,133,5,0,78,0.59
161270,475,41,891,190,50,150,6,0,84,0.56
161271,478,46,898,201,63,7,7,0,250,35.71
161272,481,51,905,212,76,24,0,0,264,11.0
161273,484,56,912,223,89,41,1,0,270,6.59
161274,487,61,919,234,102,58,2,0,276,4.76
161275,490,66,926,245,115,75,3,0,282,3.76
161276,493,71,933,256,128,92,4,0,288,3.13
161277,496,76,940,267,141,109,5,0,294,2.7
161278,499,81,947,278,154,126,6,0,300,2.38
161279,502,1,954,289,167,143,7,0,306,2.14
161280,505,6,961,300,0,0,0,0,300,300.0
161281,508,11,968,311,13,17,1,0,306,18.0
161282,511,16,975,322,26,34,2,0,312,9.18
161283,514,21,982,333,39,51,3,0,318,6.24
161284,517,26,989,344,52,68,4,0,324,4.76
161285,520,31,996,355,65,85,5,0,330,3.88
161286,523,36,1003,366,78,102,6,0,336,3.29
161287,526,41,1010,27,91,119,7,1,0,0.0
161288,529,46,1017,38,104,136,0,0,6,0.04
161289,532,51,1024,49,117,153,1,0,12,0.08
161290,535,56,1031,60,130,10,2,0,178,17.8
161291,538,61,1038,71,143,27,3,0,184,6.81
161292,541,66,1045,82,156,44,4,0,190,4.32
161293,544,71,1052,93,169,61,5,0,196,3.21
161294,547,76,1059,104,2,78,6,0,22,0.28
161295,550,81,1066,115,15,95,7,0,28,0.29
161296,553,1,1073,126,28,112,0,0,42,0.38
161297,556,6,1080,137,41,129,1,0,48,0.37
161298,559,11,1087,148,54,146,2,0,54,0.37
161299,562,16,1094,159,67,3,3,0,220,73.33
161300,565,21,1101,170,80,20,4,0,226,11.3
161301,568,26,1108,181,93,37,5,0,232,6.27
161302,571,31,1115,192,106,54,6,0,238,4.41
161303,574,36,1122,203,119,71,7,0,244,3.44
161304,577,41,1129,214,132,88,0,0,258,2.93
161305,580,46,1136,225,145,105,1,0,264,2.51
161306,583,51,1143,236,158,122,2,0,270,2.21
161307,586,56,1150,247,171,139,3,0,276,1.99
161308,589,61,1157,258,4,156,4,0,102,0.65
161309,592,66,1164,269,17,13,5,0,268,20.62
161310,595,71,1171,280,30,30,6,0,274,9.13
161311,598,76,1178,291,43,47,7,0,280,5.96
161312,601,81,1185,302,56,64,0,0,294,4.59
161313,604,1,1192,313,69,81,1,0,300,3.7
161314,607,6,1199,324,82,98,2,0,306,3.12
161315,610,11,1206,335,95,115,3,0,312,2.71
161316,613,16,1213,346,108,132,4,0,318,2.41
161317,616,21,1220,357,121,149,5,0,324,2.17
161318,619,26,1227,368,134,6,6,0,490,81.67
161319,622,31,1234,29,147,23,7,0,146,6.35
161320,625,36,1241,40,160,40,0,0,160,4.0
161321,628,41,1248,51,173,57,1,0,166,2.91
161322,631,46,1255,62,6,74,2,1,0,0.0
161323,634,51,1262,73,19,91,3,1,0,0.0
161324,637,56,1269,84,32,108,4,0,4,0.04
161325,640,61,1276,95,45,125,5,0,10,0.08
161326,643,66,1283,106,58,142,6,0,16,0.11
161327,646,71,1290,117,71,159,7,0,22,0.14
161328,649,76,1297,128,84,16,0,0,196,12.25
161329,652,81,1304,139,97,33,1,0,202,6.12
161330,655,1,1311,150,110,50,2,0,208,4.16
161331,658,6,1318,161,123,67,3,0,214,3.19
161332,661,11,1325,172,136,84,4,0,220,2.62
161333,664,16,1332,183,149,101,5,0,226,2.24
161334,667,21,1339,194,162,118,6,0,232,1.97
161335,670,26,1346,205,175,135,7,0,238,1.76
161336,673,31,1353,216,8,152,0,0,72,0.47
161337,676,36,1360,227,21,9,1,0,238,26.44
161338,679,41,1367,238,34,26,2,0,244,9.38
161339,682,46,1374,249,47,43,3,0,250,5.81
161340,685,51,1381,260,60,60,4,0,256,4.27
161341,688,56,1388,271,73,77,5,0,262,3.4
161342,691,61,1395,282,86,94,6,0,268,2.85
161343,694,66,1402,293,99,111,7,0,274,2.47
161344,697,71,1409,304,112,128,0,0,288,2.25
161345,700,76,1416,315,125,145,1,0,294,2.03
161346,703,81,1423,326,138,2,2,0,460,230.0
161347,706,1,1430,337,151,19,3,0,466,24.53
161348,709,6,1437,348,164,36,4,0,472,13.11
161349,712,11,1444,359,177,53,5,0,478,9.02
161350,715,16,1451,20,10,70,6,1,0,0.0
161351,718,21,1458,31,23,87,7,1,0,0.0
161352,721,26,1465,42,36,104,0,1,0,0.0
161353,724,31,1472,53,49,121,1,1,0,0.0
161354,727,36,1479,64,62,138,2,1,0,0.0
161355,730,41,1486,75,75,155,3,1,0,0.0
161356,733,46,1493,86,88,12,4,0,158,13.17
161357,736,51,1500,97,101,29,5,0,164,5.66
161358,739,56,1507,108,114,46,6,0,170,3.7
161359,742,61,1514,119,127,63,7,0,176,2.79
161360,745,66,1521,130,140,80,0,0,190,2.38
161361,748,71,1528,141,153,97,1,0,196,2.02
161362,751,76,1535,152,166,114,2,0,202,1.77
161363,754,81,1542,163,179,131,3,0,208,1.59
161364,757,1,1549,174,12,148,4,0,34,0.23
161365,760,6,1556,185,25,5,5,0,200,40.0
161366,763,11,1563,196,38,22,6,0,206,9.36
161367,766,16,1570,207,51,39,7,0,212,5.44
161368,769,21,1577,218,64,56,0,0,226,4.04
161369,772,26,1584,229,77,73,1,0,232,3.18
161370,775,31,1591,240,90,90,2,0,238,2.64
161371,778,36,1598,251,103,107,3,0,244,2.28
161372,781,41,1605,262,116,124,4,0,250,2.02
161373,784,46,1612,273,129,141,5,0,256,1.82
161374,787,51,1619,284,142,158,6,0,262,1.66
161375,790,56,1626,295,155,15,7,0,428,28.53
161376,793,61,1633,306,168,32,0,0,442,13.81
161377,796,66,1640,317,1,49,1,0,268,5.47
161378,799,71,1647,328,14,66,2,0,274,4.15
161379,802,76,1654,339,27,83,3,0,280,3.37
161380,805,81,1661,350,40,100,4,0,286,2.86
161381,808,1,1668,361,53,117,5,0,292,2.5
161382,811,6,1675,22,66,134,6,1,0,0.0
161383,814,11,1682,33,79,151,7,1,0,0.0
161384,817,16,1689,44,92,8,0,0,128,16.0
161385,820,21,1696,55,105,25,1,0,134,5.36
161386,823,26,1703,66,118,42,2,0,140,3.33
161387,826,31,1710,77,131,59,3,0,146,2.47
161388,829,36,1717,88,144,76,4,0,152,2.0
161389,832,41,1724,99,157,93,5,0,158,1.7
161390,835,46,1731,110,170,110,6,0,164,1.49
161391,838,51,1738,121,3,127,7,1,0,0.0
161392,841,56,1745,132,16,144,0,0,4,0.03
161393,844,61,1752,143,29,1,1,0,170,170.0
161394,847,66,1759,154,42,18,2,0,176,9.78
161395,850,71,1766,165,55,35,3,0,182,5.2
161396,853,76,1773,176,68,52,4,0,188,3.62
161397,856,81,1780,187,81,69,5,0,194,2.81
161398,859,1,1787,198,94,86,6,0,200,2.33
161399,862,6,1794,209,107,103,7,0,206,2.0
161400,865,11,1801,220,120,120,0,0,220,1.83
161401,868,16,1808,231,133,137,1,0,226,1.65
161402,871,21,1815,242,146,154,2,0,232,1.51
161403,874,26,1822,253,159,11,3,0,398,36.18
161404,877,31,1829,264,172,28,4,0,404,14.43
161405,880,36,1836,275,5,45,5,0,230,5.11
161406,883,41,1843,286,18,62,6,0,236,3.81
161407,886,46,1850,297,31,79,7,0,242,3.06
161408,889,51,1857,308,44,96,0,0,256,2.67
161409,892,56,1864,319,57,113,1,0,262,2.32
161410,895,61,1871,330,70,130,2,0,268,2.06
161411,898,66,1878,341,83,147,3,0,274,1.86
161412,901,71,1885,352,96,4,4,0,440,110.0
161413,904,76,1892,363,109,21,5,0,446,21.24
161414,907,81,1899,24,122,38,6,0,102,2.68
161415,910,1,1906,35,135,55,7,0,108,1.96
161416,913,6,1913,46,148,72,0,0,122,1.69
161417,916,11,1920,57,161,89,1,0,128,1.44
161418,919,16,1927,68,174,106,2,0,134,1.26
161419,922,21,1934,79,7,123,3,1,0,0.0
161420,925,26,1941,90,20,140,4,1,0,0.0
161421,928,31,1948,101,33,157,5,1,0,0.0
161422,931,36,1955,112,46,14,6,0,138,9.86
161423,934,41,1962,123,59,31,7,0,144,4.65
161424,937,46,1969,134,72,48,0,0,158,3.29
161425,940,51,1976,145,85,65,1,0,164,2.52
161426,943,56,1983,156,98,82,2,0,170,2.07
161427,946,61,1990,167,111,99,3,0,176,1.78
161428,949,66,1997,178,124,116,4,0,182,1.57
161429,952,71,2004,189,137,133,5,0,188,1.41
161430,955,76,2011,200,150,150,6,0,194,1.29
161431,958,81,2018,211,163,7,7,0,360,51.43
161432,961,1,2025,222,176,24,0,0,374,15.58
161433,964,6,2032,233,9,41,1,0,200,4.88
161434,967,11,2039,244,22,58,2,0,206,3.55
161435,970,16,2046,255,35,75,3,0,212,2.83
161436,973,21,2053,266,48,92,4,0,218,2.37
161437,976,26,2060,277,61,109,5,0,224,2.06
161438,979,31,2067,288,74,126,6,0,230,1.83
161439,982,36,2074,299,87,143,7,0,236,1.65
161440,985,41,2081,310,100,0,0,0,410,410.0
161441,988,46,2088,321,113,17,1,0,416,24.47
161442,991,51,2095,332,126,34,2,0,422,12.41
161443,994,56,2102,343,139,51,3,0,428,8.39
161444,997,61,2109,354,152,68,4,0,434,6.38
161445,1000,66,2116,365,165,85,5,0,440,5.18
161446,1003,71,2123,26,178,102,6,0,96,0.94
161447,1006,76,2130,37,11,119,7,1,0,0.0
161448,1009,81,2137,48,24,136,0,1,0,0.0
161449,1012,1,2144,59,37,153,1,1,0,0.0
161450,1015,6,2151,70,50,10,2,0,108,10.8
161451,1018,11,2158,81,63,27,3,0,114,4.22
161452,1021,16,2165,92,76,44,4,0,120,2.73
161453,1024,21,2172,103,89,61,5,0,126,2.07
161454,1027,26,2179,114,102,78,6,0,132,1.69
161455,1030,31,2186,125,115,95,7,0,138,1.45
161456,1033,36,2193,136,128,112,0,0,152,1.36
161457,1036,41,2200,147,141,129,1,0,158,1.22
161458,1039,46,2207,158,154,146,2,0,164,1.12
161459,1042,51,2214,169,167,3,3,0,330,110.0
161460,1045,56,2221,180,0,20,4,0,156,7.8
161461,1048,61,2228,191,13,37,5,0,162,4.38
161462,1051,66,2235,202,26,54,6,0,168,3.11
161463,1054,71,2242,213,39,71,7,0,174,2.45
161464,1057,76,2249,224,52,88,0,0,188,2.14
161465,1060,81,2256,235,65,105,1,0,194,1.85
161466,1063,1,2263,246,78,122,2,0,200,1.64
161467,1066,6,2270,257,91,139,3,0,206,1.48
161468,1069,11,2277,268,104,156,4,0,212,1.36
161469,1072,16,2284,279,117,13,5,0,378,29.08
161470,1075,21,2291,290,130,30,6,0,384,12.8
161471,1078,26,2298,301,143,47,7,0,390,8.3
161472,1081,31,2305,312,156,64,0,0,404,6.31
161473,1084,36,2312,323,169,81,1,0,410,5.06
161474,1087,41,2319,334,2,98,2,0,236,2.41
161475,1090,46,2326,345,15,115,3,0,242,2.1
161476,1093,51,2333,356,28,132,4,0,248,1.88
161477,1096,56,2340,367,41,149,5,0,254,1.7
161478,3,61,2347,28,54,6,6,0,70,11.67
161479,6,66,2354,39,67,23,7,0,76,3.3
161480,9,71,2361,50,80,40,0,0,90,2.25
161481,12,76,2368,61,93,57,1,0,96,1.68
161482,15,81,2375,72,106,74,2,0,102,1.38
161483,18,1,2382,83,119,91,3,0,108,1.19
161484,21,6,2389,94,132,108,4,0,114,1.06
161485,24,11,2396,105,145,125,5,0,120,0.96
161486,27,16,2403,116,158,142,6,0,126,0.89
161487,30,21,2410,127,171,159,7,0,132,0.83
161488,33,26,2417,138,4,16,0,0,126,7.88
161489,36,31,2424,149,17,33,1,0,132,4.0
161490,39,36,2431,160,30,50,2,0,138,2.76
161491,42,41,2438,171,43,67,3,0,144,2.15
161492,45,46,2445,182,56,84,4,0,150,1.79
161493,48,51,2452,193,69,101,5,0,156,1.54
161494,51,56,2459,204,82,118,6,0,162,1.37
161495,54,61,2466,215,95,135,7,0,168,1.24
161496,57,66,2473,226,108,152,0,0,182,1.2
161497,60,71,2480,237,121,9,1,0,348,38.67
161498,63,76,2487,248,134,26,2,0,354,13.62
161499,66,81,2494,259,147,43,3,0,360,8.37
161500,69,1,2501,270,160,60,4,0,366,6.1
161501,72,6,2508,281,173,77,5,0,372,4.83
161502,75,11,2515,292,6,94,6,0,198,2.11
161503,78,16,2522,303,19,111,7,0,204,1.84
161504,81,21,2529,314,32,128,0,0,218,1.7
161505,84,26,2536,325,45,145,1,0,224,1.54
161506,87,31,2543,336,58,2,2,0,390,195.0
161507,90,36,2550,347,71,19,3,0,396,20.84
161508,93,41,2557,358,84,36,4,0,402,11.17
161509,96,46,2564,369,97,53,5,0,408,7.7
161510,99,51,2571,30,110,70,6,0,64,0.91
161511,102,56,2578,41,123,87,7,0,70,0.8
161512,105,61,2585,52,136,104,0,0,84,0.81
161513,108,66,2592,63,149,121,1,0,90,0.74
161514,111,71,2599,74,162,138,2,0,96,0.7
161515,114,76,2606,85,175,155,3,0,102,0.66
161516,117,81,2613,96,8,12,4,0,88,7.33
161517,120,1,2620,107,21,29,5,0,94,3.24
161518,123,6,2627,118,34,46,6,0,100,2.17
161519,126,11,2634,129,47,63,7,0,106,1.68
161520,129,16,2641,140,60,80,0,0,120,1.5
161521,132,21,2648,151,73,97,1,0,126,1.3
161522,135,26,2655,162,86,114,2,0,132,1.16
161523,138,31,2662,173,99,131,3,0,138,1.05
161524,141,36,2669,184,112,148,4,0,144,0.97
161525,144,41,2676,195,125,5,5,0,310,62.0
161526,147,46,2683,206,138,22,6,0,316,14.36
161527,150,51,2690,217,151,39,7,0,322,8.26
161528,153,56,2697,228,164,56,0,0,336,6.0
161529,156,61,2704,239,177,73,1,0,342,4.68
161530,159,66,2711,250,10,90,2,0,168,1.87
161531,162,71,2718,261,23,107,3,0,174,1.63
161532,165,76,2725,272,36,124,4,0,180,1.45
161533,168,81,2732,283,49,141,5,0,186,1.32
161534,171,1,2739,294,62,158,6,0,192,1.22
161535,174,6,2746,305,75,15,7,0,358,23.87
161536,177,11,2753,316,88,32,0,0,372,11.63
161537,180,16,2760,327,101,49,1,0,378,7.71
161538,183,21,2767,338,114,66,2,0,384,5.82
161539,186,26,2774,349,127,83,3,0,390,4.7
161540,189,31,2781,360,140,100,4,0,396,3.96
161541,192,36,2788,21,153,117,5,0,52,0.44
161542,195,41,2795,32,166,134,6,0,58,0.43
161543,198,46,2802,43,179,151,7,0,64,0.42
161544,201,51,2809,54,12,8,0,0,58,7.25
161545,204,56,2816,65,25,25,1,0,64,2.56
161546,207,61,2823,76,38,42,2,0,70,1.67
161547,210,66,2830,87,51,59,3,0,76,1.29
161548,213,71,2837,98,64,76,4,0,82,1.08
161549,216,76,2844,109,77,93,5,0,88,0.95
161550,219,81,2851,120,90,110,6,0,94,0.85
161551,222,1,2858,131,103,127,7,0,100,0.79
161552,225,6,2865,142,116,144,0,0,114,0.79
161553,228,11,2872,153,129,1,1,0,280,280.0
161554,231,16,2879,164,142,18,2,0,286,15.89
161555,234,21,2886,175,155,35,3,0,292,8.34
161556,237,26,2893,186,168,52,4,0,298,5.73
161557,240,31,2900,197,1,69,5,0,124,1.8
161558,243,36,2907,208,14,86,6,0,130,1.51
161559,246,41,2914,219,27,103,7,0,136,1.32
161560,249,46,2921,230,40,120,0,0,150,1.25
161561,252,51,2928,241,53,137,1,0,156,1.14
161562,255,56,2935,252,66,154,2,0,162,1.05
161563,258,61,2942,263,79,11,3,0,328,29.82
161564,261,66,2949,274,92,28,4,0,334,11.93
161565,264,71,2956,285,105,45,5,0,340,7.56
161566,267,76,2963,296,118,62,6,0,346,5.58
161567,270,81,2970,307,131,79,7,0,352,4.46
161568,273,1,2977,318,144,96,0,0,366,3.81
161569,276,6,2984,329,157,113,1,0,372,3.29
161570,279,11,2991,340,170,130,2,0,378,2.91
161571,282,16,2998,351,3,147,3,0,204,1.39
161572,285,21,3005,362,16,4,4,0,370,92.5
161573,288,26,3012,23,29,21,5,0,26,1.24
161574,291,31,3019,34,42,38,6,0,32,0.84
161575,294,36,3026,45,55,55,7,0,38,0.69
161576,297,41,3033,56,68,72,0,0,52,0.72
161577,300,46,3040,67,81,89,1,0,58,0.65
161578,303,51,3047,78,94,106,2,0,64,0.6
161579,306,56,3054,89,107,123,3,0,70,0.57
161580,309,61,3061,100,120,140,4,0,76,0.54
161581,312,66,3068,111,133,157,5,0,82,0.52
161582,315,71,3075,122,146,14,6,0,248,17.71
161583,318,76,3082,133,159,31,7,0,254,8.19
161584,321,81,3089,144,172,48,0,0,268,5.58
161585,324,1,3096,155,5,65,1,0,94,1.45
161586,327,6,3103,166,18,82,2,0,100,1.22
161587,330,11,3110,177,31,99,3,0,106,1.07
161588,333,16,3117,188,44,116,4,0,112,0.97
161589,336,21,3124,199,57,133,5,0,118,0.89
161590,339,26,3131,210,70,150,6,0,124,0.83
161591,342,31,3138,221,83,7,7,0,290,41.43
161592,345,36,3145,232,96,24,0,0,304,12.67
161593,348,41,3152,243,109,41,1,0,310,7.56
161594,351,46,3159,254,122,58,2,0,316,5.45
161595,354,51,3166,265,135,75,3,0,322,4.29
161596,357,56,3173,276,148,92,4,0,328,3.57
161597,360,61,3180,287,161,109,5,0,334,3.06
161598,363,66,3187,298,174,126,6,0,340,2.7
161599,366,71,3194,309,7,143,7,0,166,1.16
161600,369,76,3201,320,20,0,0,0,340,340.0
161601,372,81,3208,331,33,17,1,0,346,20.35
161602,375,1,3215,342,46,34,2,0,352,10.35
161603,378,6,3222,353,59,51,3,0,358,7.02
161604,381,11,3229,364,72,68,4,0,364,5.35
161605,384,16,3236,25,85,85,5,0,20,0.24
161606,387,21,3243,36,98,102,6,0,26,0.25
161607,390,26,3250,47,111,119,7,0,32,0.27
161608,393,31,3257,58,124,136,0,0,46,0.34
161609,396,36,3264,69,137,153,1,0,52,0.34
161610,399,41,3271,80,150,10,2,0,218,21.8
161611,402,46,3278,91,163,27,3,0,224,8.3
161612,405,51,3285,102,176,44,4,0,230,5.23
161613,408,56,3292,113,9,61,5,0,56,0.92
161614,411,61,3299,124,22,78,6,0,62,0.79
161615,414,66,3306,135,35,95,7,0,68,0.72
161616,417,71,3313,146,48,112,0,0,82,0.73
161617,420,76,3320,157,61,129,1,0,88,0.68
161618,423,81,3327,168,74,146,2,0,94,0.64
161619,426,1,3334,179,87,3,3,0,260,86.67
161620,429,6,3341,190,100,20,4,0,266,13.3
161621,432,11,3348,201,113,37,5,0,272,7.35
161622,435,16,3355,212,126,54,6,0,278,5.15
161623,438,21,3362,223,139,71,7,0,284,4.0
161624,441,26,3369,234,152,88,0,0,298,3.39
161625,444,31,3376,245,165,105,1,0,304,2.9
161626,447,36,3383,256,178,122,2,0,310,2.54
161627,450,41,3390,267,11,139,3,0,136,0.98
161628,453,46,3397,278,24,156,4,0,142,0.91
161629,456,51,3404,289,37,13,5,0,308,23.69
161630,459,56,3411,300,50,30,6,0,314,10.47
161631,462,61,3418,311,63,47,7,0,320,6.81
161632,465,66,3425,322,76,64,0,0,334,5.22
161633,468,71,3432,333,89,81,1,0,340,4.2
161634,471,76,3439,344,102,98,2,0,346,3.53
161635,474,81,3446,355,115,115,3,0,352,3.06
161636,477,1,3453,366,128,132,4,0,358,2.71
161637,480,6,3460,27,141,149,5,0,14,0.09
161638,483,11,3467,38,154,6,6,0,180,30.0
161639,486,16,3474,49,167,23,7,0,186,8.09
161640,489,21,3481,60,0,40,0,0,20,0.5
161641,492,26,3488,71,13,57,1,0,26,0.46
161642,495,31,3495,82,26,74,2,0,32,0.43
161643,498,36,3502,93,39,91,3,0,38,0.42
161644,501,41,3509,104,52,108,4,0,44,0.41
161645,504,46,3516,115,65,125,5,0,50,0.4
161646,507,51,3523,126,78,142,6,0,56,0.39
161647,510,56,3530,137,91,159,7,0,62,0.39
161648,513,61,3537,148,104,16,0,0,236,14.75
161649,516,66,3544,159,117,33,1,0,242,7.33
161650,519,71,3551,170,130,50,2,0,248,4.96
161651,522,76,3558,181,143,67,3,0,254,3.79
161652,525,81,3565,192,156,84,4,0,260,3.1
161653,528,1,3572,203,169,101,5,0,266,2.63
161654,531,6,3579,214,2,118,6,0,92,0.78
161655,534,11,3586,225,15,135,7,0,98,0.73
161656,537,16,3593,236,28,152,0,0,112,0.74
161657,540,21,3600,247,41,9,1,0,278,30.89
161658,543,26,3607,258,54,26,2,0,284,10.92
161659,546,31,3614,269,67,43,3,0,290,6.74
161660,549,36,3621,280,80,60,4,0,296,4.93
161661,552,41,3628,291,93,77,5,0,302,3.92
161662,555,46,3635,302,106,94,6,0,308,3.28
161663,558,51,3642,313,119,111,7,0,314,2.83
161664,561,56,3649,324,132,128,0,0,328,2.56
161665,564,61,3656,335,145,145,1,0,334,2.3
161666,567,66,3663,346,158,2,2,0,500,250.0
161667,570,71,3670,357,171,19,3,0,506,26.63
161668,573,76,3677,368,4,36,4,0,332,9.22
161669,576,81,3684,29,17,53,5,1,0,0.0
161670,579,1,3691,40,30,70,6,1,0,0.0
161671,582,6,3698,51,43,87,7,1,0,0.0
161672,585,11,3705,62,56,104,0,0,14,0.13
161673,588,16,3712,73,69,121,1,0,20,0.17
161674,591,21,3719,84,82,138,2,0,26,0.19
161675,594,26,3726,95,95,155,3,0,32,0.21
161676,597,31,3733,106,108,12,4,0,198,16.5
161677,600,36,3740,117,121,29,5,0,204,7.03
161678,603,41,3747,128,134,46,6,0,210,4.57
161679,606,46,3754,139,147,63,7,0,216,3.43
161680,609,51,3761,150,160,80,0,0,230,2.88
161681,612,56,3768,161,173,97,1,0,236,2.43
161682,615,61,3775,172,6,114,2,0,62,0.54
161683,618,66,3782,183,19,131,3,0,68,0.52
161684,621,71,3789,194,32,148,4,0,74,0.5
161685,624,76,3796,205,45,5,5,0,240,48.0
161686,627,81,3803,216,58,22,6,0,246,11.18
161687,630,1,3810,227,71,39,7,0,252,6.46
161688,633,6,3817,238,84,56,0,0,266,4.75
161689,636,11,3824,249,97,73,1,0,272,3.73
161690,639,16,3831,260,110,90,2,0,278,3.09
161691,642,21,3838,271,123,107,3,0,284,2.65
161692,645,26,3845,282,136,124,4,0,290,2.34
161693,648,31,3852,293,149,141,5,0,296,2.1
161694,651,36,3859,304,162,158,6,0,302,1.91
161695,654,41,3866,315,175,15,7,0,468,31.2
161696,657,46,3873,326,8,32,0,0,302,9.44
161697,660,51,3880,337,21,49,1,0,308,6.29
161698,663,56,3887,348,34,66,2,0,314,4.76
161699,666,61,3894,359,47,83,3,0,320,3.86
161700,669,66,3901,20,60,100,4,1,0,0.0
161701,672,71,3908,31,73,117,5,1,0,0.0
161702,675,76,3915,42,86,134,6,1,0,0.0
161703,678,81,3922,53,99,151,7,1,0,0.0
161704,681,1,3929,64,112,8,0,0,168,21.0
161705,684,6,3936,75,125,25,1,0,174,6.96
161706,687,11,3943,86,138,42,2,0,180,4.29
161707,690,16,3950,97,151,59,3,0,186,3.15
161708,693,21,3957,108,164,76,4,0,192,2.53
161709,696,26,3964,119,177,93,5,0,198,2.13
161710,699,31,3971,130,10,110,6,0,24,0.22
161711,702,36,3978,141,23,127,7,0,30,0.24
161712,705,41,3985,152,36,144,0,0,44,0.31
161713,708,46,3992,163,49,1,1,0,210,210.0
161714,711,51,3999,174,62,18,2,0,216,12.0
161715,714,56,4006,185,75,35,3,0,222,6.34
161716,717,61,4013,196,88,52,4,0,228,4.38
161717,720,66,4020,207,101,69,5,0,234,3.39
161718,723,71,4027,218,114,86,6,0,240,2.79
161719,726,76,4034,229,127,103,7,0,246,2.39
161720,729,81,4041,240,140,120,0,0,260,2.17
161721,732,1,4048,251,153,137,1,0,266,1.94
161722,735,6,4055,262,166,154,2,0,272,1.77
161723,738,11,4062,273,179,11,3,0,438,39.82
161724,741,16,4069,284,12,28,4,0,264,9.43
161725,744,21,4076,295,25,45,5,0,270,6.0
161726,747,26,4083,306,38,62,6,0,276,4.45
161727,750,31,4090,317,51,79,7,0,282,3.57
161728,753,36,4097,328,64,96,0,0,296,3.08
161729,756,41,4104,339,77,113,1,0,302,2.67
161730,759,46,4111,350,90,130,2,0,308,2.37
